sentence,claim_ground_truth,claim_prediction
 L’accord conclu en Europe affectera-t-il la législation du travail en Espagne ?,0,0
" Ce qui est clair, c’est le 1 suivant. Nous avons la garantie du statut d’alarme.",0,0
 Los datos los suministraban la sanidad desde las distintas comunidades autónomas y así se ha realizado todo.,1,0
" Si M. Sanchez dit parce qu’il est vrai que le virus ne différencie pas et ne différencie pas les idéologies, il ne différencie pas la classe sociale, il ne différencie personne.",0,0
" I come home to say the same thing and see, this is an absolutely new situation.",0,0
 Il y a plusieurs possibilités.,0,0
 Tu t’inquiètes ?,0,0
 This is not the time to spoil this country's economic activity with indiscriminate tax hikes.,0,0
 C’est pour ça que c’est si important.,0,0
 Nous pensons que c’est un accord historique qui met maintenant la balle sur le toit du gouvernement espagnol.,0,0
 Regarde comme c’est dur.,0,0
" Y eso se produce por un crecimiento electoral y por la consolidación, pasito a pasito de una alternativa real a el Gobierno del PSOE y de Podemos, que es lo que menos necesita España en estos.",0,0
" Pour une fois, il a décidé que seule la Suède sera en premier lieu ces 15 pays, et pour celui qui veut et qui décide de mettre, disons, des adjectifs et des adverbes à ces quinze pays extrêmement respectueux, comme nous voulons aussi qu’ils soient avec l’Espagne et comme ils l’ont été tout au long de cette crise.",0,0
 Je n’ai pas entendu la réuni on.,0,0
 Is it sexist?,0,0
 C’était la pierre angulaire de toute politique gouvernementale.,0,0
 20 Years ago it was Carlos Iturgaiz with which you cried with your white hands.,0,0
 Vous avez des raisons d’être sage d’être libre.,0,0
" Les gouvernements du Parti populaire, les décisions des gouvernements du Parti populaire pendant cette pandémie, ont sauvé des vies.",0,0
" Gracias en nombre del Partido Popular, pero gracias en nombre del País Vasco.",0,0
 What does this mean?,0,0
" Bajar impuestos a veces no es dejar de ingresar, a veces es invertir.",0,0
" History and civil service, Minister.",0,0
 But let me close the chapter first.,0,0
 Are they the same numbers?,0,0
" Dans quelle mesure les élections en Catalogne qui sont susceptibles d’avoir lieu à l’automne si le virus le permet, bien sûr, peut conditionner la négociation budgétaire.",0,0
 Confío en que esta vez sea distinto que el PSOE se avenga a esa comisión de investigación.,0,0
 How are we going to make the mechanism of approval of those of recovery plans?,0,0
 It lives essentially only knows of three markets the domestic market.,0,0
" Mais je pense que si vous êtes un spécialiste dans ce domaine, je pense que vous savez de quoi je parle.",0,0
" Mais cette condamnation que nous faisons toujours du Parti populaire, de la formation Nous pouvons.",0,0
 Simplement avec l’approbation du plan de travail et avec les listes d’apparitions.,0,0
 If I may.,0,0
" Claro que decimos que tiene que haber condicionalidad, pero esa condicionalidad no son contrarreformas que hagan más precario, más difícil la vida de la gente, porque así dificulta más la reactivación económica.",0,0
" En ce qui concerne la première chose que je dois vous dire, bien sûr, le gouvernement a pris au sérieux le respect des accords qu’il a eus avec les citoyens depuis la négociation que nous avons tenue pour la quatrième à la cinquième, la sixième extension de l’État d’alarme et le décret royal du plan.",0,0
 Pues gracias J.P.,0,0
 Es que en fábricas tienen que saber si al automóvil dejaron de hacer.,0,0
 Mais je pense qu’on peut croiser les doigts.,0,0
 Today was a day for remembrance.,0,0
 Thank you very much funtors.,0,0
" À l’heure actuelle, la BCE a 30 milliards d’euros de dette souveraine espagnole sur son bilan.",1,1
 Partager cette opinion?,0,0
" Si tout est en riant, pourquoi ne pas aller au siège de la souveraineté nationale et l’expliquer?",0,0
" Je crois que le secret et le mystère de l’opacité qui a englouti cette opération et qui a à voir avec le général, avec, avec, avec, avec une institution agissant sans contrôle, entouré de privilèges et qui n’accepte pas l’examen public, n’est pas le bienvenu.",0,0
" Si la réforme du travail, qui a facilité l’emploi et donc la plus faible pour les travailleurs, elle reste ou n’a pas à être décidée uniquement et exclusivement par le peuple espagnol par l’intermédiaire de ses représentants élus dans cette Assemblée.",1,1
 Thank you Sheba.,0,0
 C’est la clé de l’accord avec les agents sociaux pour en parler.,0,0
 Et cette relation ?,0,0
" Soit dit en passant, mon parti a plaidé non coupable dans bon nombre des cas pour lesquels beaucoup de gens ont été invités à adopter.",0,0
" Era un grupo de gente experimentada que sabía cómo gestionar una crisis, que había creado empleo, que tenía conocimientos de mercado laboral, que había trabajado un día en su vida de cooperante, algo parecido al que había en Italia, a lo que la ministra Economía me contestó que ella no creía en la iniciativa privada, que quería mucho más capacidad que el público validad este tipo de comisiones como luego se hacía.",0,0
 Permettez-moi de m’excuser parce que je crois que dans la réponse précédente aux experts internationaux qui sont des experts d’importance nationale dans un magazine qui a plus de répercussions internationales.,0,0
 Le gouvernement fait valoir que le niveau de l’aide sera maintenu.,0,0
 La cuestión es si el impuesto de grandes fortunas no deja de ser un fetiche o entramos de lleno de verdad en dónde están esos patrimonios y les hacemos tributar.,0,0
 Yesterday we knew the data of that million long unemployed.,0,0
" Le financement de l’éducation, qui est actuellement financé par des fonds publics parce qu’il est garanti, est mis à part.",0,0
 Est.,0,0
 It seems to me that this crisis must impose absolute geometry.,0,0
 J’aime la fin de la jour née.,0,0
" Non, je ne veux pas que nos enfants soient marqués en étant la génération kaibil.",0,0
" L’importance que nous sommes tous très responsables, ne nous laisse pas distraire, ne vous détendez pas et que les administrations qui ont la capacité d’agir et de renforcer cette capacité de suivre le suivi de l’isolement, parce qu’elles exercent.",0,0
" Aujourd’hui, Pedro Sánchez n’a pas été à la hauteur.",0,0
" Il s’agit du Plan Cajal pour la santé, pour l’attention des aînés pour la recherche, pour les ressources et les réserves de matériel stratégique et l’industrie nationale de la santé.",0,0
" Pues eso, un 22 por ciento de caiga el Producto Interior Bruto, unas cifras de paro que probablemente se verán aumentadas porque mucha suerte te convertirán en eres.",0,1
" Une fois, je suis devenu ministre au sujet des vaccins qu’il y avait une personne d’un parti nationaliste qui m’a dit dans ma communauté que nous allons mettre je ne sais pas quels vaccins ou plus de vaccins.",0,0
 Les deux sont nécessaires.,0,0
" I mean, this isn't, this isn't just any thing, it's health.",0,0
 I believe that women must be helped so that the sector can be integrated with total normality and total peace of mind and with total aid also for this sector.,0,0
" Il y a une substance à cet égard, alors je voudrais également mentionner ce fonds.",0,0
 That wasn't an attack on Podemos that was an attack on democracy.,0,0
 Plus d’un million et demi de travailleurs indépendants qui ont été en mesure de facturer une cessation des prestations d’entreprise.,1,1
", le Y si non, les trois derniers mois, si vous voulez donner beaucoup d’interviews, mais pas il ya quelques semaines et c’est spécial pour moi par très spécial et très poli et intéressé public que vous avez.",0,0
 That's very good.,0,0
 Lo que necesitamos es seguir trabajando de manera conjunta y eso ha salido una vez más en la reunión de hoy.,0,0
" Is there any explanation, shall we say, other than the pandemic government management to this situation at your discretion?",0,0
 Que l’Espagne vous assure que la valeur de la nôtre.,0,0
 Because workers who effectively outside the work towers often live in absolutely unworthy lafinal conditions.,0,0
 What analysis do you do?,0,0
 Now I ask him about that because it's a matter that reaches the soul.,0,0
 The PSC obviously does not want to ally itself with these two parties.,0,0
 But in a few days we can do it to all the city council employees that we can do.,0,0
